Center Name,Address,Contact Details,Doctor Details,Google Maps Link,Reasoning
"Ruby Ailcare Services Pvt. Ltd.","Suraksha Raksha Chowki, 60 Feet Road, RP Nagar, Dharavi, Mumbai, Maharashtra 400017, India.","Not available.","","https://www.google.com/maps/search/?api=1&query=Ruby+Ailcare+Services+Pvt.+Ltd.+Suraksha+Raksha+Chowki%2C+60+Feet+Road%2C+RP+Nagar%2C+Dharavi%2C+Mumbai%2C+Maharashtra+400017%2C+India.","The text explicitly states that the center offers CT Scans, including HRCT Chest Tests."
"Magnum Diagnostic Centre","Flat No, Chandreshwar Bhuvan, Plot No. 178, 2Sion Main Rd, Gujarati Society, Sion West, Sion, Mumbai, Maharashtra 400022, India.","082919 35182","","https://www.google.com/maps/search/?api=1&query=Magnum+Diagnostic+Centre+Flat+No%2C+Chandreshwar+Bhuvan%2C+Plot+No.+178%2C+2Sion+Main+Rd%2C+Gujarati+Society%2C+Sion+West%2C+Sion%2C+Mumbai%2C+Maharashtra+400022%2C+India.","The text confirms that the center provides a comprehensive range of CT scan services for various body parts."
"AARTHI SCANS & LABS | SION | DIAGNOSTIC CENTER","Milap, Plot No. 102, Swamy Vallabhdas Rd, opp. Siddhi colony, Sion West, Sion, Mumbai, Maharashtra 400022, India.","073496 73496","","https://www.google.com/maps/search/?api=1&query=AARTHI+SCANS+%26+LABS+%7C+SION+%7C+DIAGNOSTIC+CENTER+Milap%2C+Plot+No.+102%2C+Swamy+Vallabhdas+Rd%2C+opp.+Siddhi+colony%2C+Sion+West%2C+Sion%2C+Mumbai%2C+Maharashtra+400022%2C+India.","The text states that this center is equipped with a 16-slice CT scanner."
"Krsnaa Diagnostics Ltd Sion East","K.J. Somaiya Hospital & Research Center, Somaiya, Eastern Express Hwy, Sion East, Ayurvihar, Mumbai, Maharashtra 400022, India.","020 6814 6814","","https://www.google.com/maps/search/?api=1&query=Krsnaa+Diagnostics+Ltd+Sion+East+K.J.+Somaiya+Hospital+%26+Research+Center%2C+Somaiya%2C+Eastern+Express+Hwy%2C+Sion+East%2C+Ayurvihar%2C+Mumbai%2C+Maharashtra+400022%2C+India.","The text lists advanced imaging with CT services as part of its comprehensive range of tests."
"Lilavati Hospital And Research Centre","A-791, A-791, Bandra Reclamation Rd, General Arunkumar Vaidya Nagar, Bandra West, Mumbai, Maharashtra 400050, India.","022 6930 1000","","https://www.google.com/maps/search/?api=1&query=Lilavati+Hospital+And+Research+Centre+A-791%2C+A-791%2C+Bandra+Reclamation+Rd%2C+General+Arunkumar+Vaidya+Nagar%2C+Bandra+West%2C+Mumbai%2C+Maharashtra+400050%2C+India.","The text confirms the hospital has a radiology department equipped with CT scanning facilities."
"Breach Candy Hospital Trust","60 A, Bhulabhai Desai Marg, Breach Candy, Cumballa Hill, Mumbai, Maharashtra 400026, India.","022 6259 7788","","https://www.google.com/maps/search/?api=1&query=Breach+Candy+Hospital+Trust+60+A%2C+Bhulabhai+Desai+Marg%2C+Breach+Candy%2C+Cumballa+Hill%2C+Mumbai%2C+Maharashtra+400026%2C+India.","The hospital's services are described as including advanced diagnostic imaging like CT scans."
"Magnum Diagnostic Centre","Flat No, Chandreshwar Bhuvan, Plot No. 178, 2Sion Main Rd, Gujarati Society, Sion West, Sion, Mumbai, Maharashtra 400022","082919 35182","","https://www.google.com/maps/search/?api=1&query=Magnum+Diagnostic+Centre+Flat+No%2C+Chandreshwar+Bhuvan%2C+Plot+No.+178%2C+2Sion+Main+Rd%2C+Gujarati+Society%2C+Sion+West%2C+Sion%2C+Mumbai%2C+Maharashtra+400022","The text explicitly states that the center offers a variety of services, including CT scans."
"AARTHI SCANS & LABS | SION | DIAGNOSTIC CENTER","Milap, Plot No. 102, Swamy Vallabhdas Rd, opp. Siddhi colony, Sion West, Sion, Mumbai, Maharashtra 400022","073496 73496","","https://www.google.com/maps/search/?api=1&query=AARTHI+SCANS+%26+LABS+%7C+SION+%7C+DIAGNOSTIC+CENTER+Milap%2C+Plot+No.+102%2C+Swamy+Vallabhdas+Rd%2C+opp.+Siddhi+colony%2C+Sion+West%2C+Sion%2C+Mumbai%2C+Maharashtra+400022","The text states that the center's range of services includes CT scans."
"Fortis S L Raheja Hospital","Raheja Rugnalaya Marg, Mahim West, Mahim, Mumbai, Maharashtra 400016","022 6884 6143","","https://www.google.com/maps/search/?api=1&query=Fortis+S+L+Raheja+Hospital+Raheja+Rugnalaya+Marg%2C+Mahim+West%2C+Mahim%2C+Mumbai%2C+Maharashtra+400016","The text confirms the hospital has a comprehensive radiology department that includes CT scanning among its services."
"Spectrum Healthcare","81 - 84, Lady Ratan Tata Medical & Research Centre, Indian Cancer Society Medical Centre, M. Karve Road, Cooperage, Nariman Point, Mumbai, Maharashtra 400021, India","022 6842 8888","","https://www.google.com/maps/search/?api=1&query=Spectrum+Healthcare+81+-+84%2C+Lady+Ratan+Tata+Medical+%26+Research+Centre%2C+Indian+Cancer+Society+Medical+Centre%2C+M.+Karve+Road%2C+Cooperage%2C+Nariman+Point%2C+Mumbai%2C+Maharashtra+400021%2C+India","The text introduces the list of centers by stating they are places ""that offer CT scan services."""
"Scandent","First Floor, Churchgate Chambers, 103, Vitthaldas Thackersey Marg, New Marine Lines, Marine Lines, Mumbai, Maharashtra 400020, India","081690 87517","","https://www.google.com/maps/search/?api=1&query=Scandent+First+Floor%2C+Churchgate+Chambers%2C+103%2C+Vitthaldas+Thackersey+Marg%2C+New+Marine+Lines%2C+Marine+Lines%2C+Mumbai%2C+Maharashtra+400020%2C+India","The text introduces the list of centers by stating they are places ""that offer CT scan services."""
"Lady Ratan Tata Medical and Research Centre","Indian Cancer, 41, Maharshi Karve Rd, Nariman Point, Mumbai, Maharashtra 400021, India","022 2284 6357","","https://www.google.com/maps/search/?api=1&query=Lady+Ratan+Tata+Medical+and+Research+Centre+Indian+Cancer%2C+41%2C+Maharshi+Karve+Rd%2C+Nariman+Point%2C+Mumbai%2C+Maharashtra+400021%2C+India","The text introduces the list of centers by stating they are places ""that offer CT scan services."""
"HCG ICS Khubchandani Cancer Hospital","QUEENS BARRACKS, LADYRATAN TATA BUILDING, 31, Maharshi Karve Rd, Cooperage, Nariman Point, Mumbai, Maharashtra 400021, India.","063588 88821","","https://www.google.com/maps/search/?api=1&query=HCG+ICS+Khubchandani+Cancer+Hospital+QUEENS+BARRACKS,+LADYRATAN+TATA+BUILDING,+31,+Maharshi+Karve+Rd,+Cooperage,+Nariman+Point,+Mumbai,+Maharashtra+400021,+India.","The text states the hospital has advanced imaging units which include PET CT scans."
"Bombay Hospital & Medical Research Centre","12, Vitthaldas Thackersey Marg, near Liberty cinema, New Marine Lines, Marine Lines, Mumbai, Maharashtra 400020, India.","022 2206 7676","","https://www.google.com/maps/search/?api=1&query=Bombay+Hospital+&+Medical+Research+Centre+12,+Vitthaldas+Thackersey+Marg,+near+Liberty+cinema,+New+Marine+Lines,+Marine+Lines,+Mumbai,+Maharashtra+400020,+India.","The services section confirms the hospital has a Department of Nuclear Medicine & PET-CT and performs various PET-CT scans."
"Saifee Hospital","Maharshi Karve Rd, opp. Charni Road, Charni Road East, Opera House, Girgaon, Mumbai, Maharashtra 400004, India.","022 6757 0111","","https://www.google.com/maps/search/?api=1&query=Saifee+Hospital+Maharshi+Karve+Rd,+opp.+Charni+Road,+Charni+Road+East,+Opera+House,+Girgaon,+Mumbai,+Maharashtra+400004,+India.","The hospital is explicitly described as being equipped with a 256-slice ultrafast multidetector cardiac CT scanner."
"Magnet Diagnostics","Shop No 1& 2,Sham Dham Society,Next To Hotel Vrundavan Sion Station Road, 3, Station, near Sion, Sion West, Sion, Mumbai, Maharashtra 400022, India.","088610 20886","","https://www.google.com/maps/search/?api=1&query=Magnet+Diagnostics+Shop+No+1%26+2%2CSham+Dham+Society%2CNext+To+Hotel+Vrundavan+Sion+Station+Road%2C+3%2C+Station%2C+near+Sion%2C+Sion+West%2C+Sion%2C+Mumbai%2C+Maharashtra+400022%2C+India.","The services offered by the center explicitly include ""Multislice CT Scans""."
"Magnum CT Scan Centre","Lions Tarachand Bapa Hospital, RB2 Central Railway Quarters, Jain Society, Sion, Mumbai, Maharashtra 400022, India.","082919 35182","","https://www.google.com/maps/search/?api=1&query=Magnum+CT+Scan+Centre+Lions+Tarachand+Bapa+Hospital%2C+RB2+Central+Railway+Quarters%2C+Jain+Society%2C+Sion%2C+Mumbai%2C+Maharashtra+400022%2C+India.","This location is explicitly named a ""Magnum ct scan centre"" and listed under the main Magnum Diagnostic Centre entry which offers CT scans."
"Alpha Hitech Diagnostic Center","Shop no -8, Ground Floor, Building no 48, Sampada C.H.C Ltd, near BHARAT Bank, Nehru Nagar, Kurla, Mumbai, Maharashtra 400024, India","099674 09833","","https://www.google.com/maps/search/?api=1&query=Alpha+Hitech+Diagnostic+Center+Shop+no+-8%2C+Ground+Floor%2C+Building+no+48%2C+Sampada+C.H.C+Ltd%2C+near+BHARAT+Bank%2C+Nehru+Nagar%2C+Kurla%2C+Mumbai%2C+Maharashtra+400024%2C+India","The text explicitly states that the center offers a variety of services including CT scans."
"SRV Hospitals - Chembur","Dr Mandakini Parihar Marg, opposite Lokmanya Tilak Terminus, Shell Colony, Tilak Nagar, Chembur, Mumbai, Maharashtra 400089, India","084518 00800","","https://www.google.com/maps/search/?api=1&query=SRV+Hospitals+-+Chembur+Dr+Mandakini+Parihar+Marg%2C+opposite+Lokmanya+Tilak+Terminus%2C+Shell+Colony%2C+Tilak+Nagar%2C+Chembur%2C+Mumbai%2C+Maharashtra+400089%2C+India","The text confirms the hospital provides comprehensive diagnostic services, including CT scans."
"Surana Sethia Hospital","Sion - Trombay Rd, Suman Nagar, Chembur, Mumbai, Maharashtra 400071, India","022 3378 3378","","https://www.google.com/maps/search/?api=1&query=Surana+Sethia+Hospital+Sion+-+Trombay+Rd%2C+Suman+Nagar%2C+Chembur%2C+Mumbai%2C+Maharashtra+400071%2C+India","The text states the hospital has a full diagnostic lab with CT, MRI, and other scan services."
"Ace Imaging CT, MRI & PET CT CENTER","102, Bezolla Complex, Bezzola Complex, VN Purav Marg, Swastik Park, Chembur, Mumbai, Maharashtra 400071, India","022 3521 0500","","https://www.google.com/maps/search/?api=1&query=Ace+Imaging+CT%2C+MRI+%26+PET+CT+CENTER+102%2C+Bezolla+Complex%2C+Bezzola+Complex%2C+VN+Purav+Marg%2C+Swastik+Park%2C+Chembur%2C+Mumbai%2C+Maharashtra+400071%2C+India","The center's name includes 'CT' and the text confirms it offers advanced imaging services including CT scans."
"Krsnaa Diagnostics Ltd","Khan Bahadur bhabha hospital kurla Small gol building ,Belgrami road, station, near kurla, Kurla West, Kurla, Mumbai, Maharashtra 400070, India","020 6814 6814","","https://www.google.com/maps/search/?api=1&query=Krsnaa+Diagnostics+Ltd+Khan+Bahadur+bhabha+hospital+kurla+Small+gol+building+%2CBelgrami+road%2C+station%2C+near+kurla%2C+Kurla+West%2C+Kurla%2C+Mumbai%2C+Maharashtra+400070%2C+India","The text confirms that the center provides a wide range of imaging services, including CT scans."
"Neptune Diagnostics and Fetal Medicine center","1st Floor, Sapphire Business Annexe, 102, Mahatma Gandhi Rd, near Rajawadi Signal, behind Sejal Jewellers, Raja Wadi, Maheshwar Nagar, Sindhu Wadi, Ghatkopar East, Mumbai, Maharashtra 400077, India","099302 88288","","https://www.google.com/maps/search/?api=1&query=Neptune+Diagnostics+and+Fetal+Medicine+center+1st+Floor%2C+Sapphire+Business+Annexe%2C+102%2C+Mahatma+Gandhi+Rd%2C+near+Rajawadi+Signal%2C+behind+Sejal+Jewellers%2C+Raja+Wadi%2C+Maheshwar+Nagar%2C+Sindhu+Wadi%2C+Ghatkopar+East%2C+Mumbai%2C+Maharashtra+400077%2C+India","The text directly states that the center offers CT scan services."
"Neo Imaging & Diagnostics - CT Scan, X-ray, Sonography, Pathology & Blood tests","Ayesha Apartment, 2nd Hasnabad Ln, Willingdon, Santacruz (West), Mumbai, Maharashtra 400054, India.","098339 94100","","https://www.google.com/maps/search/?api=1&query=Neo+Imaging+%26+Diagnostics+-+CT+Scan%2C+X-ray%2C+Sonography%2C+Pathology+%26+Blood+tests+Ayesha+Apartment%2C+2nd+Hasnabad+Ln%2C+Willingdon%2C+Santacruz+(West)%2C+Mumbai%2C+Maharashtra+400054%2C+India.","The center's name explicitly states 'CT Scan', which is also confirmed in its list of services."
"Medcare Institute of Diagnostics","Masina Hospital Trust, Sant Savata Mali Marg, Byculla East, Mumbai, Maharashtra 400027, India.","088699 06990","","https://www.google.com/maps/search/?api=1&query=Medcare+Institute+of+Diagnostics+Masina+Hospital+Trust%2C+Sant+Savata+Mali+Marg%2C+Byculla+East%2C+Mumbai%2C+Maharashtra+400027%2C+India.","The center's listed services explicitly include 'CT scans' and 'PET-CT scans'."
"Infinity Medical Centre","Citi Tower, Next to Gandhi Hospital, Dr. SS Rao Road, Parel, Parel East, Mumbai, Maharashtra 400012, India.","022 6917 2424","","https://www.google.com/maps/search/?api=1&query=Infinity+Medical+Centre+Citi+Tower%2C+Next+to+Gandhi+Hospital%2C+Dr.+SS+Rao+Road%2C+Parel%2C+Parel+East%2C+Mumbai%2C+Maharashtra+400012%2C+India.","The center's list of comprehensive diagnostic services explicitly includes 'CT scans'."
"JAIHIND DIAGNOSTIC CENTRE","Bawa Bhavan, near Sion Hospital, Gujarati Society, Sion West, Sion, Mumbai, Maharashtra 400022, India.","097024 10016","","https://www.google.com/maps/search/?api=1&query=JAIHIND+DIAGNOSTIC+CENTRE+Bawa+Bhavan%2C+near+Sion+Hospital%2C+Gujarati+Society%2C+Sion+West%2C+Sion%2C+Mumbai%2C+Maharashtra+400022%2C+India.","The text confirms that this diagnostic center 'is equipped with CT scan facilities'."
"Jaslok Hospital & Research Centre","15, Dr Gopalrao Deshmukh Marg, IT Colony, Tardeo, Mumbai, Maharashtra 400026, India","+91-99301-92000","","https://www.google.com/maps/search/?api=1&query=Jaslok+Hospital+%26+Research+Centre+15,+Dr+Gopalrao+Deshmukh+Marg,+IT+Colony,+Tardeo,+Mumbai,+Maharashtra+400026,+India","The text explicitly states that the hospital has ""advanced CT scanning facilities,"" including specific machines like the Somatom Drive Dual Source CT."
"Infinity Medical Centre","Citi Tower, Next to Gandhi Hospital, Dr. SS Rao Road, Parel, Mumbai, Maharashtra 400012, India","+91-22-6917-2424","","https://www.google.com/maps/search/?api=1&query=Infinity+Medical+Centre+Citi+Tower,+Next+to+Gandhi+Hospital,+Dr.+SS+Rao+Road,+Parel,+Mumbai,+Maharashtra+400012,+India","The provided text confirms that the center has ""modern CT scan machinery."""
"Clinico Scan Centre - MRI I CT Scan","Shop no. 1& 2, Nahur, Industrial Estate, Tardeo Road, MTNL, M, Besides, Mulund West, Mumbai, Maharashtra 400080, India","+91-95045-55555","","https://www.google.com/maps/search/?api=1&query=Clinico+Scan+Centre+-+MRI+I+CT+Scan+Shop+no.+1%26+2,+Nahur,+Industrial+Estate,+Tardeo+Road,+MTNL,+M,+Besides,+Mulund+West,+Mumbai,+Maharashtra+400080,+India","The center's name, ""Clinico Scan Centre - MRI I CT Scan,"" explicitly confirms the availability of CT scan services."
"Rays Imaging Hub","Shop no 3, Kanakia Zillion, near bus depot, Kurla West, Kurla, Mumbai, Maharashtra 400070, India.","070394 00603","","https://www.google.com/maps/search/?api=1&query=Rays+Imaging+Hub+Shop+no+3%2C+Kanakia+Zillion%2C+near+bus+depot%2C+Kurla+West%2C+Kurla%2C+Mumbai%2C+Maharashtra+400070%2C+India.","The center is described as offering a '500 slice fastest cardiac CT scan'."
"CritiCareAsia Neptune Imaging Center","C/o CritiCareAsia Hospital (prev known as Kohinoor Hospital, Kirol Rd, off Lal Bahadur Shastri Marg, Kurla West, Kurla, Mumbai, Maharashtra 400070, India).","099201 33355","","https://www.google.com/maps/search/?api=1&query=CritiCareAsia+Neptune+Imaging+Center+C%2Fo+CritiCareAsia+Hospital+%28prev+known+as+Kohinoor+Hospital%2C+Kirol+Rd%2C+off+Lal+Bahadur+Shastri+Marg%2C+Kurla+West%2C+Kurla%2C+Mumbai%2C+Maharashtra+400070%2C+India%29.","The text lists 'CT scans' and 'CT-guided biopsies' as services offered by the center."
"Pulse Hitech Medical Center Pvt. Ltd.","Shop No:8, Kanakia Zillion Building, Lal Bahadur Shastri Marg, Next To Kurla, Bus Depot, Kurla West, Kapadia Nagar, Kurla, Mumbai, Maharashtra 400070, India.","022 6901 6100","","https://www.google.com/maps/search/?api=1&query=Pulse+Hitech+Medical+Center+Pvt.+Ltd.+Shop+No%3A8%2C+Kanakia+Zillion+Building%2C+Lal+Bahadur+Shastri+Marg%2C+Next+To+Kurla%2C+Bus+Depot%2C+Kurla+West%2C+Kapadia+Nagar%2C+Kurla%2C+Mumbai%2C+Maharashtra+400070%2C+India.","The center's list of diagnostic services explicitly includes 'CT scans'."
"Kurla NDC Diagnostic Centre","C/o Criticare Asia Multispeciality Hospital & Research Centre B-1,Kohinoor city, Kirol Rd, opp. Lal Bahadur Shastri Marg, Ali Yavar Jung, Premier Colony, Kurla, Mumbai, Maharashtra 400070, India.","086570 17320","","https://www.google.com/maps/search/?api=1&query=Kurla+NDC+Diagnostic+Centre+C%2Fo+Criticare+Asia+Multispeciality+Hospital+%26+Research+Centre+B-1%2CKohinoor+city%2C+Kirol+Rd%2C+opp.+Lal+Bahadur+Shastri+Marg%2C+Ali+Yavar+Jung%2C+Premier+Colony%2C+Kurla%2C+Mumbai%2C+Maharashtra+400070%2C+India.","The text states that the diagnostic center offers various services, explicitly 'including CT scans'."
"NURA - Ai Health Screening Center Mumbai","254D, Band Box House, Opp Sasmira Institute, Dr Annie Besant Road, Sudam Kalu Ahire Marg, Hanuman Nagar, Worli, Mumbai, Maharashtra 400030, India.","073104 94949","","https://www.google.com/maps/search/?api=1&query=NURA+-+Ai+Health+Screening+Center+Mumbai+254D,+Band+Box+House,+Opp+Sasmira+Institute,+Dr+Annie+Besant+Road,+Sudam+Kalu+Ahire+Marg,+Hanuman+Nagar,+Worli,+Mumbai,+Maharashtra+400030,+India.","The text states that the center's services include 'ultra-low dose CT scans'."
"Chaar Sahibzaade MRI & CT Scan Centre","Guru nanak khalsa college campus, Matunga East, Mumbai, Maharashtra 400019, India.","No phone number is available in the provided search results.","","https://www.google.com/maps/search/?api=1&query=Chaar+Sahibzaade+MRI+%26+CT+Scan+Centre+Guru+nanak+khalsa+college+campus%2C+Matunga+East%2C+Mumbai%2C+Maharashtra+400019%2C+India.","The center's name includes 'CT Scan' and its services are explicitly listed as including 'CT Scans'."
"Krsnaa diagnostics Ltd","Bharatratna Dr Babasaheb Ambedkar Hospital, SV Rd, opposite Kandivali police station, Kandivali, Fateh Baug, Kandivali West, Mumbai, Maharashtra 400067, India.","074200 14169","","https://www.google.com/maps/search/?api=1&query=Krsnaa+diagnostics+Ltd+Bharatratna+Dr+Babasaheb+Ambedkar+Hospital%2C+SV+Rd%2C+opposite+Kandivali+police+station%2C+Kandivali%2C+Fateh+Baug%2C+Kandivali+West%2C+Mumbai%2C+Maharashtra+400067%2C+India.","The center's listed services include 'CT scans'."
"AARTHI SCANS & LABS | ANDHERI | DIAGNOSTIC CENTER","ECO Heights,Shop No.2 Nityanand nagar, Sahar road Next to Sanjeevani Hospital Near Western railway colony Near Flyover bridge, Railway Colony, Andheri East, Andheri, Mumbai, Maharashtra 400069, India.","073496 73496","","https://www.google.com/maps/search/?api=1&query=AARTHI+SCANS+%26+LABS+%7C+ANDHERI+%7C+DIAGNOSTIC+CENTER+ECO+Heights%2CShop+No.2+Nityanand+nagar%2C+Sahar+road+Next+to+Sanjeevani+Hospital+Near+Western+railway+colony+Near+Flyover+bridge%2C+Railway+Colony%2C+Andheri+East%2C+Andheri%2C+Mumbai%2C+Maharashtra+400069%2C+India.","The services offered explicitly mention 'CT scans' and 'PET CT'."
"Metro Imaging Centre","Vijaynagar CHS, 10/11, Sahar Rd, near Andheri Station, Vijay Nagar, Andheri East, Mumbai, Maharashtra 400069, India.","086557 00200","","https://www.google.com/maps/search/?api=1&query=Metro+Imaging+Centre+Vijaynagar+CHS%2C+10%2F11%2C+Sahar+Rd%2C+near+Andheri+Station%2C+Vijay+Nagar%2C+Andheri+East%2C+Mumbai%2C+Maharashtra+400069%2C+India.","The center's services include 'CT Pulmonary Angio', confirming the availability of a CT scanner."
"Eskag Sanjeevani MRI-CT-USG Centre Jagjivan Ram","Jagjivanram Hospital, 292 Bellasis Road, M M Marg, Rbi Staff Colony, Mumbai Central, Mumbai, Maharashtra 400008","+919073176063","","https://www.google.com/maps/search/?api=1&query=Eskag+Sanjeevani+MRI-CT-USG+Centre+Jagjivan+Ram+Jagjivanram+Hospital%2C+292+Bellasis+Road%2C+M+M+Marg%2C+Rbi+Staff+Colony%2C+Mumbai+Central%2C+Mumbai%2C+Maharashtra+400008","The description for this center explicitly states that it offers CT Scan, MRI, and Ultrasound (USG) services."
"PerfeCare Diagnostics","Shop No 3, Al-Haffiz Building, Mirza Galib Rd, New Nagpada, Byculla, Mumbai, Maharashtra 400008","073041 60123","","https://www.google.com/maps/search/?api=1&query=PerfeCare+Diagnostics+Shop+No+3%2C+Al-Haffiz+Building%2C+Mirza+Galib+Rd%2C+New+Nagpada%2C+Byculla%2C+Mumbai%2C+Maharashtra+400008","The text lists 'CT Scans' as a service provided by the center and further specifies various types like Heart CT Scan and Brain CT Scan."
"Medcare Institute of Diagnostics","Ground Floor, Sushrut Hospital & Research Centre, 365, Sant Vershaw Kakkaya Marg, Swastik Park, Chembur, Mumbai, Maharashtra 400071","086579 85431","","https://www.google.com/maps/search/?api=1&query=Medcare+Institute+of+Diagnostics+Ground+Floor%2C+Sushrut+Hospital+%26+Research+Centre%2C+365%2C+Sant+Vershaw+Kakkaya+Marg%2C+Swastik+Park%2C+Chembur%2C+Mumbai%2C+Maharashtra+400071","The text explicitly states that this center offers CT scans among its services."
"Clinico Scan Centre","Shop no. 1& 2, Nahur, Industrial Estate, Tardeo Road, MTNL, M, Besides, Mulund West, Mumbai, Maharashtra 400080","095045 55555","","https://www.google.com/maps/search/?api=1&query=Clinico+Scan+Centre+Shop+no.+1%26+2%2C+Nahur%2C+Industrial+Estate%2C+Tardeo+Road%2C+MTNL%2C+M%2C+Besides%2C+Mulund+West%2C+Mumbai%2C+Maharashtra+400080","The provided text mentions that this center in Mulund West offers MRI and CT scans."
"Neo Imaging & Diagnostics","Ayesha Apartment, 2nd Hasnabad Ln, Willingdon, Santacruz (West), Mumbai, Maharashtra 400054","098339 94100","","https://www.google.com/maps/search/?api=1&query=Neo+Imaging+%26+Diagnostics+Ayesha+Apartment%2C+2nd+Hasnabad+Ln%2C+Willingdon%2C+Santacruz+%28West%29%2C+Mumbai%2C+Maharashtra+400054","The description for this center explicitly lists 'CT scans' as one of its offerings."
"Vital Scans & Diagnostics","102, Ground Floor, Vital Imaging Centre, lotus trade center, New Link Rd, next to Audi Showroom, Sahakar Nagar, Azad Nagar, Andheri West, Mumbai, Maharashtra 400053","091679 60315","","https://www.google.com/maps/search/?api=1&query=Vital+Scans+%26+Diagnostics+102%2C+Ground+Floor%2C+Vital+Imaging+Centre%2C+lotus+trade+center%2C+New+Link+Rd%2C+next+to+Audi+Showroom%2C+Sahakar+Nagar%2C+Azad+Nagar%2C+Andheri+West%2C+Mumbai%2C+Maharashtra+400053","The text lists 'CT scans' as one of the services provided by this center."
"KK Diagnostics Center","528 / Room No D-1 JALSAROVAR CHS, Bhakti Sudha Society, Sector 5 Charkop, Kandivali West, Mumbai, Maharashtra 400067","077188 08807","","https://www.google.com/maps/search/?api=1&query=KK+Diagnostics+Center+528+%2F+Room+No+D-1+JALSAROVAR+CHS%2C+Bhakti+Sudha+Society%2C+Sector+5+Charkop%2C+Kandivali+West%2C+Mumbai%2C+Maharashtra+400067","The text states that the range of services provided by this center includes CT scans."
"Sun Scan Centre","G101 - Ground Floor, Shanti Niwas, Dr Moose Rd, Talav Pali, Ghantali, Thane West, Thane, Maharashtra 400602","098333 68252","","https://www.google.com/maps/search/?api=1&query=Sun+Scan+Centre+G101+-+Ground+Floor%2C+Shanti+Niwas%2C+Dr+Moose+Rd%2C+Talav+Pali%2C+Ghantali%2C+Thane+West%2C+Thane%2C+Maharashtra+400602","The text clearly states that this diagnostic center in Thane offers MRI and CT scans."
"QUANTUM HITECH IMAGING","ATHARVA BUILDING ,G1 Situated at, Mira Bhayander Link Rd, behind Payyade Residency, Phase Number 8, Geeta Nagar, Mira Road East, Thane, Mira Bhayandar, Maharashtra 401107","080 6246 3180","","https://www.google.com/maps/search/?api=1&query=QUANTUM+HITECH+IMAGING+ATHARVA+BUILDING+%2CG1+Situated+at%2C+Mira+Bhayander+Link+Rd%2C+behind+Payyade+Residency%2C+Phase+Number+8%2C+Geeta+Nagar%2C+Mira+Road+East%2C+Thane%2C+Mira+Bhayandar%2C+Maharashtra+401107","The provided text mentions that this center provides MRI and CT scans, among other services."
"Pratham MRI and CT Scan Centre","Shop no. 1 n 2, Salasar Commercial Centre Same building of Meera Banquet, Phatak Rd, near Reliance Energy, Bhayandar, Qamar Park, Bhayandar East, Mira Bhayandar, Maharashtra 401105","097696 06776","","https://www.google.com/maps/search/?api=1&query=Pratham+MRI+and+CT+Scan+Centre+Shop+no.+1+n+2%2C+Salasar+Commercial+Centre+Same+building+of+Meera+Banquet%2C+Phatak+Rd%2C+near+Reliance+Energy%2C+Bhayandar%2C+Qamar+Park%2C+Bhayandar+East%2C+Mira+Bhayandar%2C+Maharashtra+401105","The center's name, 'Pratham MRI and CT Scan Centre', explicitly indicates the availability of CT scans."
"Akshar Diagnostic Centre","Ground floor, Dhanlaxmi Service Industrial Estate, Gokul Nagar, Lal Bahadur Shastri Marg, Panchsheel Nagar, Thane West, Thane, Maharashtra 400601","097680 03130","","https://www.google.com/maps/search/?api=1&query=Akshar+Diagnostic+Centre+Ground+floor%2C+Dhanlaxmi+Service+Industrial+Estate%2C+Gokul+Nagar%2C+Lal+Bahadur+Shastri+Marg%2C+Panchsheel+Nagar%2C+Thane+West%2C+Thane%2C+Maharashtra+400601","The text explicitly lists 'CT scans' as one of the services offered by this center in Thane."
"Nidan Annexe Hi Tech Imaging Centre","Ground floor, Bhaveshwar Plaza, 14, Lal Bahadur Shastri Marg, opposite Shreyas Cinema, Nityanand Nagar, Ghatkopar West, Mumbai, Maharashtra 400086, India.","022 2500 4242","","https://www.google.com/maps/search/?api=1&query=Nidan+Annexe+Hi+Tech+Imaging+Centre+Ground+floor%2C+Bhaveshwar+Plaza%2C+14%2C+Lal+Bahadur+Shastri+Marg%2C+opposite+Shreyas+Cinema%2C+Nityanand+Nagar%2C+Ghatkopar+West%2C+Mumbai%2C+Maharashtra+400086%2C+India.","The center's services are described as offering a 'Whole Body 64 Slice Spiral CT Scan'."
"AARTHI SCANS & LABS","Ground floor, Vasudev Chamber, Mulund - Goregaon Link Rd, Industrial Area, Bhandup West, Mumbai, Maharashtra 400078, India.","073496 73496","","https://www.google.com/maps/search/?api=1&query=AARTHI+SCANS+%26+LABS+Ground+floor%2C+Vasudev+Chamber%2C+Mulund+-+Goregaon+Link+Rd%2C+Industrial+Area%2C+Bhandup+West%2C+Mumbai%2C+Maharashtra+400078%2C+India.","The text explicitly states that this center offers various scanning services including CT scans and lists specific types like CT Brain Scan and CT Pelvis Scan."
